id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1332334567387242497,1332320398474698758,2020-11-27 15:44:49 CET,2020-11-27,15:44:49,+0100,2949072563,lisette1701,Lisette,,@Momentsinthe Ich war da schon Jahre nicht mehr. Wie so eine echte (zugezogene) Berlinerin bleib ich gern in meinem Kiez. Und wir haben ja die „Flaniermeile“ Friedrichstraße 😎,de,[],[],[],1,0,2,[],[],https://twitter.com/Lisette1701/status/1332334567387242497,False,,0,,,,,,,,"[{'screen_name': 'Momentsinthe', 'name': 'Marion S. 🍀', 'id': '3299806630'}]",,,,
1331980216261111811,1331980216261111811,2020-11-26 16:16:45 CET,2020-11-26,16:16:45,+0100,817330488725667840,tomstei19,Tom,,Und jetzt? Dystopie Friedrichstraße perfekt! Wer sprach von einer unglaublichen Chance für die Gewerbetreibenden auf der #Flaniermeile #Friedrichstrasse? Wo sind die Verantwortlichen jetzt?,de,[],[],[],0,0,6,"['flaniermeile', 'friedrichstrasse']",[],https://twitter.com/TomStei19/status/1331980216261111811,False,https://twitter.com/TomStei19/status/1273157557838848000,0,,,,,,,,[],,,,
1331702760719454208,1331702760719454208,2020-11-25 21:54:14 CET,2020-11-25,21:54:14,+0100,410237349,antje_kapek,Antje Kapek,,Grüne so: autofreie Friedrichstraße. SPD so: Autobahn durch Friedrichshain.  Kannste dir nicht ausdenken!  #2020 #Verkehrswende vs. #A100,de,[],[],[],24,34,167,"['verkehrswende', 'a100']",[],https://twitter.com/Antje_Kapek/status/1331702760719454208,False,https://twitter.com/rbbinforadio/status/1331545684386979840,0,,,,,,,,[],,,,
1330956910825254914,1330956704243183616,2020-11-23 20:30:30 CET,2020-11-23,20:30:30,+0100,571984571,kolbln,KolBLN Vice President Compu Global Hyper Meganet🛥,,@Tobias_B Flaniermeile #Friedrichstraße,fr,[],[],[],1,0,1,['friedrichstraße'],[],https://twitter.com/KolBln/status/1330956910825254914,False,,0,,,,,,,,"[{'screen_name': 'Tobias_B', 'name': 'Tobias Blanken', 'id': '48305114'}]",,,,
1330939037801193478,1330939037801193478,2020-11-23 19:19:28 CET,2020-11-23,19:19:28,+0100,420502434,kohlmeierspd,Sven Kohlmeier,,Leute ich habs schon immer gesagt. Irgendwann geht der Flaniermeile Friedrichstraße ein Licht auf ...fehlen nur noch die FlaneurInnen und Glühweinchen ...und ihr 😇 Schöne Vorweihnachtszeit  https://t.co/9ZMJYXpPMj,de,[],[],"['https://pbs.twimg.com/media/Enhx-8fXMAMD54J.jpg', 'https://pbs.twimg.com/media/Enhx-8fXcAk1Z1c.jpg']",0,0,1,[],[],https://twitter.com/KohlmeierSPD/status/1330939037801193478,False,,1,https://pbs.twimg.com/media/Enhx-8fXMAMD54J.jpg,,,,,,,[],,,,
1330930160141541377,1330892156618338306,2020-11-23 18:44:12 CET,2020-11-23,18:44:12,+0100,2881902909,georgalbrecht1,Georg Albrecht 🇪🇺🇩🇪,,@Ela2w @mopo #Berlin #Friedrichstraße: wir machen die hässlichste #Flaniermeile wo niemand flanieren will! #Hamburg #Jungfernstieg: Hold my beer!!! 🤣,de,[],[],[],0,1,4,"['berlin', 'friedrichstraße', 'flaniermeile', 'hamburg', 'jungfernstieg']",[],https://twitter.com/GeorgAlbrecht1/status/1330930160141541377,False,,0,,,,,,,,"[{'screen_name': 'Ela2w', 'name': 'Michaela', 'id': '939674665'}, {'screen_name': 'mopo', 'name': 'Hamburger Morgenpost', 'id': '14327439'}]",,,,
1330753146889654273,1330753146889654273,2020-11-23 07:00:49 CET,2020-11-23,07:00:49,+0100,1057598335421440000,naturfreundeb,NaturFreunde Berlin,,FDP will autofreie Friedrichstraße wieder abschaffen    https://t.co/M3SAyF9sxK   #autofrei #Berlin #Friedrichstraße #FDP @NaturfreundeB,de,"[{'screen_name': 'naturfreundeb', 'name': 'naturfreunde berlin', 'id': '1057598335421440000'}]",['https://leute.tagesspiegel.de/mitte/macher/2020/11/18/148663/fdp-will-autofreie-friedrichstrasse-wieder-abschaffen/?utm_source=TS-Leute&utm_medium=link&utm_campaign=leute_newsletter&utm_source=leute-mitte'],[],0,0,0,"['autofrei', 'berlin', 'friedrichstraße', 'fdp']",[],https://twitter.com/NaturfreundeB/status/1330753146889654273,False,,0,,,,,,,,[],,,,
1330180219953704964,1330177798980448258,2020-11-21 17:04:12 CET,2020-11-21,17:04:12,+0100,1200001141494427648,sebastian_hurra,Sebastian 🙃,,"@LuisenstadtFoto @SenUVKBerlin Die Opposition wollte angeblich mal nachbohren, wie die #Flaniermeile Friedrichstraße evaluiert wird, dachte ich  Wäre mal schöne Überschrift für ein, zwei Tage: „Flaniermeile ohne Konzept - doch nur ein sperrmüllgesäumter Radrennweg“  @CDUBerlin_AGH @FDPFraktionBLN",de,"[{'screen_name': 'cduberlin_agh', 'name': 'cdu-fraktion berlin', 'id': '210805639'}, {'screen_name': 'fdpfraktionbln', 'name': 'fdp fraktion berlin', 'id': '778462117431119873'}]",[],[],0,0,1,['flaniermeile'],[],https://twitter.com/Sebastian_hurra/status/1330180219953704964,False,,0,,,,,,,,"[{'screen_name': 'LuisenstadtFoto', 'name': 'Luisenstadt-Fotograf 🖤', 'id': '3045921341'}, {'screen_name': 'SenUVKBerlin', 'name': 'Senatsverwaltung für Umwelt, Verkehr & Klimaschutz', 'id': '884428257617215489'}]",,,,
1330113140261081088,1330067585539432450,2020-11-21 12:37:39 CET,2020-11-21,12:37:39,+0100,1244587243664277504,franknurnberger,Frank Nürnberger,,@Tobias_B Da geht's ja ab wie auf der Flaniermeile Friedrichstraße in Mitte. Außerdem #ditisskeinradwech,de,[],[],[],0,0,0,['ditisskeinradwech'],[],https://twitter.com/FrankNurnberger/status/1330113140261081088,False,,0,,,,,,,,"[{'screen_name': 'Tobias_B', 'name': 'Tobias Blanken', 'id': '48305114'}]",,,,
1329817787926274048,1329817787926274048,2020-11-20 17:04:02 CET,2020-11-20,17:04:02,+0100,1200001141494427648,sebastian_hurra,Sebastian 🙃,,"Ach, die #Friedrichstrasse ist gar keine #Flaniermeile, sondern ein Radrennweg mit (neu:) Demo-Zone  Da freuen sich die Einzelhändler sicher, dass da Müll und strubbelige Aktivisten vor der Tür stehen",de,[],[],[],1,0,1,"['friedrichstrasse', 'flaniermeile']",[],https://twitter.com/Sebastian_hurra/status/1329817787926274048,False,https://twitter.com/SyndiCAT44/status/1329793378297503744,0,,,,,,,,[],,,,
1329795899636199424,1329795899636199424,2020-11-20 15:37:03 CET,2020-11-20,15:37:03,+0100,2949072563,lisette1701,Lisette,,Mobile Glitzerbäume auf der „Flaniermeile“ #Friedrichstraße  https://t.co/cKCU1iCkiY,de,[],[],['https://pbs.twimg.com/media/EnRiSGZXUAEWo5l.jpg'],0,1,34,['friedrichstraße'],[],https://twitter.com/Lisette1701/status/1329795899636199424,False,,1,https://pbs.twimg.com/media/EnRiSGZXUAEWo5l.jpg,,,,,,,[],,,,
1326879542204649473,1326820270452191232,2020-11-12 14:28:29 CET,2020-11-12,14:28:29,+0100,1318990116472356865,tagesrandzeit,dr. jörg tagesrandzeit,,@GoeringEckardt @DEHOGA_BV @DKRKultur @handelsverband ich empfehle einen gang über die autofreie friedrichstraße in berlin. trostloser geht es nicht. da sind fußgängerzonen im sauerland weniger provinziell. schlecht rasierte lesben der berliner regierung halt. die können es nicht anders.,de,[],[],[],0,0,0,[],[],https://twitter.com/tagesrandzeit/status/1326879542204649473,False,,0,,,,,,,,"[{'screen_name': 'GoeringEckardt', 'name': 'Katrin Göring-Eckardt MdB', 'id': '626287930'}, {'screen_name': 'DEHOGA_BV', 'name': 'DEHOGA Bundesverband', 'id': '1092193038'}, {'screen_name': 'DKRKultur', 'name': 'Deutscher Kulturrat', 'id': '221679784'}, {'screen_name': 'handelsverband', 'name': 'Handelsverband HDE', 'id': '55236606'}]",,,,
1326613717933563906,1326550107613929474,2020-11-11 20:52:12 CET,2020-11-11,20:52:12,+0100,1211728651214999553,intermobility_b,intermobility_berlin 😷,,"@DudenhofferAUTO @JTrittin @Thomas_Bareiss Das ist doch keine Überraschung. Das ist Thomas Bareiß, der auch die Ansicht vertritt, eine autofreie Friedrichstraße wäre eine Bedrohung für die Zivilisation. Kann man getrost ignorieren.",de,[],[],[],0,0,0,[],[],https://twitter.com/intermobility_b/status/1326613717933563906,False,,0,,,,,,,,"[{'screen_name': 'DudenhofferAUTO', 'name': 'Ferdinand Dudenhöffer', 'id': '1175784973846142978'}, {'screen_name': 'JTrittin', 'name': 'Jürgen Trittin', 'id': '485751594'}, {'screen_name': 'Thomas_Bareiss', 'name': 'Thomas Bareiß', 'id': '2797812265'}]",,,,
1326564590956793859,1326558913815318528,2020-11-11 17:36:59 CET,2020-11-11,17:36:59,+0100,1262769167310245889,maggachic,Margarita Schüller,,"@morgenpost Schrecklich diese Fußgänger-, Radfahrer- und  was noch für -Zonen❗️ Siehe verwaiste Flaniermeile „Friedrichstraße“❗️",de,[],[],[],0,1,6,[],[],https://twitter.com/maggachic/status/1326564590956793859,False,,0,,,,,,,,"[{'screen_name': 'morgenpost', 'name': 'Berliner Morgenpost', 'id': '19240255'}]",,,,
1326433840227880962,1326432342928482304,2020-11-11 08:57:26 CET,2020-11-11,08:57:26,+0100,1099123844391014400,cityfahrrad,BerlinFahrradCity,,"@rbb24 Lieber #Handelsverband #Berlin #Brandenburg : Vielleicht flaniere ich mal zu den üblichen Öffnungszeiten durch die #autofreie #Friedrichstraße , aber auch ohne #Corona brächte mich nix dazu meinen freien Sonntag beim Shoppen zu vertrödeln...",de,[],[],[],0,0,1,"['handelsverband', 'berlin', 'brandenburg', 'autofreie', 'friedrichstraße', 'corona']",[],https://twitter.com/CityFahrrad/status/1326433840227880962,False,,0,,,,,,,,"[{'screen_name': 'rbb24', 'name': 'rbb|24', 'id': '1620250698'}]",,,,
1326166162716155904,1326078897331580929,2020-11-10 15:13:46 CET,2020-11-10,15:13:46,+0100,3343838357,angelusnovus_,Angelus Novus,,"@dubisthallede Geht mal auf der Berliner Friedrichstraße spazieren und staunt, wie belebt eine autofreie Gegend sein kann.",de,[],[],[],0,0,2,[],[],https://twitter.com/angelusnovus_/status/1326166162716155904,False,,0,,,,,,,,"[{'screen_name': 'dubisthallede', 'name': 'Dubisthalle.de', 'id': '703959703295025152'}]",,,,
1325429395666980864,1325429395666980864,2020-11-08 14:26:07 CET,2020-11-08,14:26:07,+0100,3521114295,cargobikejetzt,Arne Behrensen,,#Friedrichstraße vs #Sonnenallee in Berlin. Abstand halten können und saubere Atemluft dürfen kein Privileg von teuren Einkaufsstraßen bleiben - autofreie Straßen als Schutz vor Pandemie und Klimawandel für alle! Unterstützt Volksentscheid @VBerlinautofrei  https://t.co/5iVT240qsk,de,"[{'screen_name': 'vberlinautofrei', 'name': 'volksentscheid berlin autofrei', 'id': '1317393172981551106'}]",[],"['https://pbs.twimg.com/media/EmTaZvhW8AEMR-A.jpg', 'https://pbs.twimg.com/media/EmTarJNXcAEzfQ4.jpg']",0,20,95,"['friedrichstraße', 'sonnenallee']",[],https://twitter.com/CargoBikeJetzt/status/1325429395666980864,False,,1,https://pbs.twimg.com/media/EmTaZvhW8AEMR-A.jpg,,,,,,,[],,,,
1324442514066231301,1324442514066231301,2020-11-05 21:04:36 CET,2020-11-05,21:04:36,+0100,489806764,gruenebvvmitte,Grüne Fraktion Mitte,,"""Wer sagt eigentlich, dass die autofreie Friedrichstraße ein gescheitertes Experiment ist? ... Vor der Auswertung erhobener Daten?"" fragt @HanSteinmueller berechtigterweise. #bvvmitte",de,"[{'screen_name': 'hansteinmueller', 'name': 'hanna steinmüller', 'id': '1091742295572000769'}]",[],[],2,4,22,['bvvmitte'],[],https://twitter.com/GrueneBVVMitte/status/1324442514066231301,False,,0,,,,,,,,[],,,,
1324440566508244996,1324440566508244996,2020-11-05 20:56:52 CET,2020-11-05,20:56:52,+0100,1103247036240052225,fdpmitte,FDP-Fraktion Mitte,,"Jetzt geht es um unseren Antrag zur #Friedrichstraße in der #BVVMitte. Wir fordern, den Verkehrsversuch aufgrund der Erfolglosigkeit abzubrechen. Das Ziel der Belebung der Straße als Einkaufs-&amp; #Flaniermeile wurde weit verfehlt.  https://t.co/0LdJuslSMB @DJ_reporter @julia__weiss  https://t.co/q7xJaMyh3z",de,"[{'screen_name': 'dj_reporter', 'name': 'dirk jericho', 'id': '435996476'}, {'screen_name': 'julia__weiss', 'name': 'julia weiss', 'id': '2423628919'}]",['https://www.berlin.de/ba-mitte/politik-und-verwaltung/bezirksverordnetenversammlung/online/vo020.asp?VOLFDNR=10277'],['https://pbs.twimg.com/media/EmFbJbkXEAEKYIz.jpg'],1,0,3,"['friedrichstraße', 'bvvmitte', 'flaniermeile']",[],https://twitter.com/fdpmitte/status/1324440566508244996,False,,1,https://pbs.twimg.com/media/EmFbJbkXEAEKYIz.jpg,,,,,,,[],,,,
1324019802676072450,1324019802676072450,2020-11-04 17:04:54 CET,2020-11-04,17:04:54,+0100,15427829,applescripter,Martin Michel,,"Einfach immer wieder herrlich, dem Autolärm und -stress für kurze Zeit zu entkommen und durch die autofreie Friedrichstrasse in Berlin zu radeln 😊 Eine echte Oase der Ruhe!  https://t.co/Fbsp7ch6Nm",de,[],[],[],5,4,72,[],[],https://twitter.com/applescripter/status/1324019802676072450,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1324018706675093509/pu/img/Jz7pGl92ve_jGX0_.jpg,,,,,,,[],,,,
1323778346325561345,1299920013000876035,2020-11-04 01:05:27 CET,2020-11-04,01:05:27,+0100,2721329516,cmlerberlin,Critical-Mass-Berlin,,"Flaniermeile Friedrichstraße, Dienstag, 03. November 2020, gegen 12:30 Uhr  https://t.co/1RzYUPr0IR",de,[],[],"['https://pbs.twimg.com/media/El8BLAWWoAALfgm.jpg', 'https://pbs.twimg.com/media/El8BQClXYAEtacT.jpg', 'https://pbs.twimg.com/media/El8BS6pWMAAkNEe.jpg', 'https://pbs.twimg.com/media/El8BV3LWoAA9sWT.jpg']",1,0,1,[],[],https://twitter.com/CMlerBerlin/status/1323778346325561345,False,,1,https://pbs.twimg.com/media/El8BLAWWoAALfgm.jpg,,,,,,,[],,,,
1322875230113714177,1322875230113714177,2020-11-01 13:16:47 CET,2020-11-01,13:16:47,+0100,2949072563,lisette1701,Lisette,,Herbst-Tristesse auf der Flaniermeile #Friedrichstraße .  https://t.co/yiub5s1qgy,de,[],[],['https://pbs.twimg.com/media/ElvL_vVWMAA_UQZ.jpg'],0,2,33,['friedrichstraße'],[],https://twitter.com/Lisette1701/status/1322875230113714177,False,,1,https://pbs.twimg.com/media/ElvL_vVWMAA_UQZ.jpg,,,,,,,[],,,,
1322088890455498755,1322088890455498755,2020-10-30 09:12:09 CET,2020-10-30,09:12:09,+0100,817330488725667840,tomstei19,Tom,,Missglückte Experimente bricht man ab. #flaniermeile #friedrichstrasse @SenUVKBerlin @RegineGuenther @BurkhardStork,de,"[{'screen_name': 'senuvkberlin', 'name': 'senatsverwaltung für umwelt, verkehr & klimaschutz', 'id': '884428257617215489'}, {'screen_name': 'regineguenther', 'name': 'regine günther', 'id': '335887533'}, {'screen_name': 'burkhardstork', 'name': 'burkhard stork', 'id': '2526221744'}]",[],[],0,0,4,"['flaniermeile', 'friedrichstrasse']",[],https://twitter.com/TomStei19/status/1322088890455498755,False,,0,,,,,,,,[],,,,
1321790059989917697,1321790059989917697,2020-10-29 13:24:42 CET,2020-10-29,13:24:42,+0100,4765978013,berlincyclist,רוכב אופניים בברלין,,"Ach, DAS ist gemeint wenn gefragt wird, wie die @LafayetteBerlin-Kunden ihre „Einkäufe“ denn über die autofreie Friedrichstraße nach Hause bringen sollen. 💡",de,"[{'screen_name': 'lafayetteberlin', 'name': 'galeries lafayette', 'id': '70954343'}]",[],[],0,2,10,[],[],https://twitter.com/BerlinCyclist/status/1321790059989917697,False,https://twitter.com/bzberlin/status/1321788986747138048,0,,,,,,,,[],,,,
1321403183277723648,1321403183277723648,2020-10-28 11:47:24 CET,2020-10-28,11:47:24,+0100,420502434,kohlmeierspd,Sven Kohlmeier,,Erste Auflösungserscheinungen auf der Flaniermeile Friedrichstraße. Aber ruckzuck...wird sofort beseitigt und ausgebessert. Ist das noch mein #Berlin 🤷‍♂️😂  https://t.co/B6ZE7ff6dj,de,[],[],['https://pbs.twimg.com/media/ElaRKhQXIAIa9qo.jpg'],6,1,14,['berlin'],[],https://twitter.com/KohlmeierSPD/status/1321403183277723648,False,,1,https://pbs.twimg.com/media/ElaRKhQXIAIa9qo.jpg,,,,,,,[],,,,
1321082544562016270,1320657782077591554,2020-10-27 14:33:17 CET,2020-10-27,14:33:17,+0100,4778649419,rcapellmann11,Rainer,,"@Der_Bergwichtel @radentscheid @HenningB Das ist kein Argument gegen die autofreie Friedrichstraße., sondern für neue Zebrastreifen auf der Charlottenstraße.",de,[],[],[],0,0,0,[],[],https://twitter.com/rcapellmann11/status/1321082544562016270,False,,0,,,,,,,,"[{'screen_name': 'Der_Bergwichtel', 'name': 'Bergwichtel', 'id': '823440035194241025'}, {'screen_name': 'radentscheid', 'name': 'Volksentscheid Fahrrad', 'id': '4438154961'}, {'screen_name': 'HenningB', 'name': 'HenningB', 'id': '14796220'}]",,,,
